BMT:4th Avenue:25 St:R,,,,,,,,,,:FALSE::FALSE:Stair:YES::FULL:4th Ave:25th St:SE:40660323:-73997952
IND:8th Avenue:116 St:B,C,,,,,,,,,:FALSE::FALSE:Stair:YES::NONE:Frederick Douglass Blvd:116th St:NE:40804428:-73955024
IND:8th Avenue:125 St:A,B,C,D,,,,,,,:FALSE::TRUE:Stair:YES::NONE:Saint Nicholas Av:127th St:SE:40811858:-73951351
IND:8th Avenue:135 St:B,C,,,,,,,,,:FALSE::FALSE:Stair:YES::NONE:Edgecombe Av:135th St:NE:40817188:-73947665
IND:8th Avenue:14 St:A,C,E,L,,,,,,,:TRUE::TRUE:Stair:YES::FULL:8th Av:16th St:NE:40741046:-74001284
IND:8th Avenue:145 St:A,B,C,D,,,,,,,:FALSE::TRUE:Stair:YES::NONE:Saint Nicholas Av:147th St:NE:40825581:-73943444
IND:8th Avenue:155 St:C,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Saint Nicholas Av:155th St:NE:40830921:-73941100
IND:8th Avenue:163 St-Amsterdam Av:C,,,,,,,,,,:FALSE::FALSE:Stair:YES::FULL:Amsterdam Av:161st St:SE:40835192:-73940146
IND:8th Avenue:168 St:A,C,1,,,,,,,,:TRUE:1 not ADA:TRUE:Stair:YES::NONE:Broadway:169th St:NE:40841760:-73939067
IND:8th Avenue:175 St:A,,,,,,,,,,:TRUE::TRUE:Stair:YES::FULL:Fort Washington Av:177th St:NE:40847859:-73939303
IND:8th Avenue:181 St:A,,,,,,,,,,:FALSE::TRUE:Door:YES::FULL:Fort Washington Av:185th St:SE:40852759:-73936636
IND:8th Avenue:190 St:A,,,,,,,,,,:FALSE::TRUE:Door:YES::FULL:Fort Washington Av:192nd St:NW:40858899:-73932702
IND:8th Avenue:23 St:C,E,,,,,,,,,:FALSE::TRUE:Stair:YES::NONE:8th Av:25th St:NE:40746483:-73997142
IND:8th Avenue:34 St-Penn Station:A,C,E,,,,,,,,:TRUE::TRUE:Elevator:YES::FULL:8th Av:34th St:SE:40751996:-73993327
IND:8th Avenue:42 St-Port Authority Bus Terminal:A,C,E,N,Q,R,GS,1,2,3,7:TRUE:Shuttle not ADA:TRUE:Stair:YES::NONE:8th Av:44th St:SE:40758401:-73988673
IND:8th Avenue:50 St:C,E,,,,,,,,,:TRUE:Southbound Only:FALSE:Stair:YES::NONE:8th Av:51st St:NE:40762900:-73985412
IND:8th Avenue:59 St-Columbus Circle:A,B,C,D,1,,,,,,:TRUE:In Construction:TRUE:Stair:YES::FULL:8th Av:58th St:NE:40767367:-73982137
IND:8th Avenue:72 St:B,C,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Central Park West:72nd St:NW:40776431:-73975977
IND:8th Avenue:81 St-Museum of Natural History:B,C,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Central Park West:81st St:NW:40782254:-73971741
IND:8th Avenue:86 St:B,C,,,,,,,,,:FALSE::TRUE:Stair:YES::NONE:Central Park West:88th St:NW:40786769:-73968448
IND:8th Avenue:96 St:B,C,,,,,,,,,:FALSE::TRUE:Stair:YES::NONE:Central Park West:97th St:NW:40792591:-73964316
IND:8th Avenue:Canal St:A,C,E,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:6th Av:West Broadway:NW:40720758:-74005399
IND:8th Avenue:Cathedral Pkwy (110 St):B,C,,,,,,,,,:FALSE::TRUE:Stair:YES::NONE:Frederick Douglass Blvd:Cathedral Pkwy:SW:40800866:-73958405
IND:8th Avenue:Chambers St:A,C,E,2,3,,,,,,:FALSE::TRUE:Stair:YES::NONE:Church St:Chambers St:NE:40714992:-74007739
IND:8th Avenue:Dyckman St:A,,,,,,,,,,:FALSE::TRUE:Stair:NO:YES:NONE:Broadway:Dyckman St:NE:40865342:-73926964
IND:8th Avenue:Fulton St:A,C,J,Z,2,3,4,5,,,:FALSE::TRUE:Easement:YES::FULL:Broadway:Fulton St:NE:40710692:-74008428
IND:8th Avenue:High St:A,C,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Cadman Plaza West:Cranberry St:NW:40699405:-73991413
IND:8th Avenue:Inwood-207 St:A,,,,,,,,,,:TRUE::TRUE:Stair:YES::NONE:Broadway:211th St:NE:40868036:-73919284
IND:8th Avenue:Spring St:C,E,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:6th Av:Spring St:NE:40725583:-74003747
IND:8th Avenue:W 4 St-Wash Sq:A,B,C,D,E,F,M,,,,:TRUE::TRUE:Stair:YES::NONE:6th Av:Waverly Pl:NE:40733259:-73999615
IND:8th Avenue:World Trade Center:A,C,E,2,3,,,,,,:FALSE:Construction:TRUE:Stair:YES::FULL:Church St:Park Pl:NE:40713333:-74009033
IND:Archer Avenue:Jamaica Center-Parsons/Archer:E,J,Z,,,,,,,,:TRUE::TRUE:Stair:YES::NONE:153rd St:Archer Ave:SW:40701874:-73801747
IND:Archer Avenue:Jamaica-Van Wyck:E,,,,,,,,,,:FALSE::TRUE:Elevator:YES::FULL:Van Wyck Expwy:89th Ave:SW:40701263:-73816372
IND:Archer Avenue:Sutphin Blvd-Archer Av-JFK Airport:E,J,Z,,,,,,,,:TRUE::TRUE:Stair:YES::FULL:Sutphin Blvd:Archer Ave:SE:40700554:-73807353
IND:Concourse:155 St:B,D,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Frederick Douglass Blvd:156th St:NW:40830313:-73936687
IND:Concourse:161 St-Yankee Stadium:B,D,4,,,,,,,,:TRUE::TRUE:Stair:YES::FULL:River Av:161st St:NE:40828011:-73925588
IND:Concourse:167 St:B,D,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Grand Concourse:167th St:NE:40834609:-73917245
IND:Concourse:170 St:B,D,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Grand Concourse:171st St:NE:40839751:-73912743
IND:Concourse:174-175 Sts:B,D,,,,,,,,,:FALSE::TRUE:Stair:YES::NONE:Grand Concourse:175th St:NE:40846354:-73909047
IND:Concourse:182-183 Sts:B,D,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Grand Concourse:182nd St:NE:40856039:-73900449
IND:Concourse:Bedford Park Blvd:B,D,,,,,,,,,:FALSE::TRUE:Stair:YES::NONE:Grand Concourse:203rd St:NE:40874025:-73886466
IND:Concourse:Fordham Rd:B,D,,,,,,,,,:FALSE::TRUE:Stair:YES::NONE:Grand Concourse:Fordham Rd:NE:40862608:-73896662
IND:Concourse:Kingsbridge Rd:B,D,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Grand Concourse:196th St:SE:40867688:-73892739
IND:Concourse:Norwood-205 St:D,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Bainbridge Av:205th St:SE:40874902:-73879267
IND:Concourse:Tremont Av:B,D,,,,,,,,,:FALSE::TRUE:Stair:YES::NONE:Grand Concourse:179th St:NE:40851176:-73904263
IND:Crosstown:21 St:G,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Jackson Ave:47th Ave:SE:40744552:-73948425
IND:Crosstown:Bedford-Nostrand Avs:G,,,,,,,,,,:FALSE::TRUE:Stair:YES::NONE:Bedford Ave:Lafayette Ave:SE:40689367:-73954957
IND:Crosstown:Broadway:G,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Union Ave:Broadway:SE:40705114:-73950062
IND:Crosstown:Classon Av:G,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Classon Ave:Lafayette Ave:SE:40688781:-73959871
IND:Crosstown:Clinton-Washington Avs:G,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Clinton Ave:Lafayette Ave:NE:40688114:-73967575
IND:Crosstown:Court Sq:E,G,M,7,,,,,,,:FALSE::TRUE:Easement:YES::FULL:Hunter St:44th Ave:SW:40747371:-73944287
IND:Crosstown:Flushing Av:G,,,,,,,,,,:FALSE::FALSE:Stair:YES::NONE:Union Ave:Flushing Ave:NE:40699985:-73949895
IND:Crosstown:Fulton St:G,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Fort Greene Pl:Lafayette Ave:NE:40687159:-73976290
IND:Crosstown:Greenpoint Av:G,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Manhattan Ave:Greenpoint Ave:SE:40730122:-73954049
IND:Crosstown:Metropolitan Av:G,L,,,,,,,,,:FALSE::TRUE:Stair:YES::NONE:Union Ave:Metropolitan Ave:SE:40713744:-73951455
IND:Crosstown:Myrtle-Willoughby Avs:G,,,,,,,,,,:FALSE::TRUE:Stair:YES::NONE:Marcy Ave:Myrtle Ave:NE:40695500:-73948960
IND:Crosstown:Nassau Av:G,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Manhattan Ave:Nassau Ave:SE:40723765:-73950566
IND:Culver:18 Av:F,,,,,,,,,,:FALSE::TRUE:Stair:YES::NONE:McDonald Ave:Parkville Ave:NE:40628708:-73976646
IND:Culver:Avenue I:F,,,,,,,,,,:FALSE::TRUE:Stair:YES::NONE:McDonald Ave:Avenue J:NE:40624301:-73975817
IND:Culver:Avenue N:F,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:McDonald Ave:Avenue N:NE:40614304:-73973910
IND:Culver:Avenue P:F,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:McDonald Ave:Avenue P:NE:40609041:-73972904
IND:Culver:Avenue U:F,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:McDonald Av:Avenue U:SE:40596897:-73973137
IND:Culver:Avenue X:F,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:McDonald Av:Avenue X:NE:40590266:-73974051
IND:Culver:Bay Pkwy:F,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:McDonald Ave:Bay Pkwy:SE:40620825:-73975138
IND:Culver:Ditmas Av:F,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:McDonald Ave:Ditmas Ave:SE:40635389:-73977914
IND:Culver:Kings Hwy:F,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:McDonald Ave:Kings Hwy:SE:40603999:-73972124
IND:Culver:Neptune Av:F,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:West 6th St:Neptune Av:NE:40580576:-73974443
IND:Far Rockaway:Beach 25 St:A,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Beach 25th St:Rockaway Frwy:SW:40599670:-73761596
IND:Far Rockaway:Beach 36 St:A,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Beach 35th:Rockaway Frwy:SW:40595469:-73767919
IND:Far Rockaway:Beach 44 St:A,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Beach 44th St:Edgemere Av:SW:40592897:-73775715
IND:Far Rockaway:Beach 60 St:A,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Beach 59th Sr:Rockaway Frwy:SW:40592292:-73789153
IND:Far Rockaway:Beach 67 St:A,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Beach 67 St:Rockaway Fwy:NW:40591166:-73796173
IND:Far Rockaway:Far Rockaway-Mott Av:A,,,,,,,,,,:FALSE::TRUE:Door:YES::FULL:Beach 22nd St:Mott Ave:SW:40604657:-73754178
IND:Fulton Street:Broadway Junction:A,C,J,L,Z,,,,,,:FALSE::TRUE:Door:YES::FULL:Fulton St:Van Sinderen Av:SW:40678334:-73903922
IND:Fulton Street:Clinton-Washington Avs:C,,,,,,,,,,:FALSE::FALSE:Stair:NO:YES:NONE:Clinton Av:Fulton Av:SE:40683317:-73966741
IND:Fulton Street:Euclid Av:A,C,,,,,,,,,:TRUE::TRUE:Stair:YES::FULL:Euclid Av:Pitkin Av:NE:40675533:-73871742
IND:Fulton Street:Franklin Av:C,FS,,,,,,,,,:TRUE::TRUE:Stair:YES::NONE:Franklin Av:Fulton St:NE:40681256:-73955590
IND:Fulton Street:Hoyt-Schermerhorn:A,C,G,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Bond St:Schermerhorn St:NW:40688396:-73984216
IND:Fulton Street:Jay St-MetroTech:A,C,F,R,,,,,,,:TRUE::TRUE:Easement:YES::NONE:Jay St:Metrotech Walk:SE:40693491:-73987089
IND:Fulton Street:Kingston-Throop Avs:A,C,,,,,,,,,:FALSE::FALSE:Stair:YES::NONE:Kingston Av:Fulton St:SE:40679804:-73941119
IND:Fulton Street:Lafayette Av:C,,,,,,,,,,:FALSE::FALSE:Stair:YES::FULL:Oxford St:Fulton Av:NE:40685789:-73972760
IND:Fulton Street:Liberty Av:A,C,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Pennsylvania Av:Liberty Av:SE:40674268:-73896312
IND:Fulton Street:Nostrand Av:A,C,,,,,,,,,:FALSE::FALSE:Stair:YES::NONE:Nostrand Av:Fulton St:SE:40680228:-73949414
IND:Fulton Street:Ralph Av:A,C,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Ralph Av:Fulton St:NE:40678984:-73921442
IND:Fulton Street:Rockaway Av:A,C,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Hopkinson Av:Fulton St:SW:40678317:-73913651
IND:Fulton Street:Shepherd Av:A,C,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Shepherd Av:Pitkin Av:SE:40673970:-73880667
IND:Fulton Street:Utica Av:A,C,,,,,,,,,:FALSE::TRUE:Stair:YES::NONE:Stuyvesant Av:Fulton St:SW:40679346:-73931987
IND:Fulton Street:Van Siclen Av:A,C,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Van Siclen Av:Pitkin Av:SE:40672479:-73890164
IND:Liberty Avenue:104 St:A,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:104th St:Liberty Av:SE:40681994:-73836742
IND:Liberty Avenue:111 St:A,,,,,,,,,,:FALSE::TRUE:Stair:YES::NONE:109th St:Liberty Av:SE:40683972:-73832816
IND:Liberty Avenue:80 St:A,,,,,,,,,,:FALSE::TRUE:Stair:YES::NONE:77th St:Liberty Av:NE:40679361:-73860284
IND:Liberty Avenue:88 St:A,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:88th St:Liberty Av:SE:40679828:-73850401
IND:Liberty Avenue:Grant Av:A,,,,,,,,,,:FALSE::TRUE:Door:YES::FULL:Grant Av:Pitkin Av:NE:40676735:-73865491
IND:Liberty Avenue:Ozone Park-Lefferts Blvd:A,,,,,,,,,,:FALSE::TRUE:Stair:YES::NONE:116th St:Liberty Av:SW:40685720:-73827092
IND:Liberty Avenue:Rockaway Blvd:A,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:94th St:Liberty Av:SW:40680158:-73845131
IND:Prospect Park:15 St-Prospect Park:F,G,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Howard Pl:Windsor Pl:NE:40659436:-73979951
IND:Prospect Park:4 Av-9 St:F,G,R,,,,,,,,:FALSE::TRUE:Door:YES::FULL:4th Ave:10th St:NW:40670010:-73989248
IND:Prospect Park:7 Av:F,G,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:7th Ave:9th St:NE:40667004:-73981331
IND:Prospect Park:Bergen St:F,G,,,,,,,,,:FALSE::FALSE:Stair:YES::FULL:Smith St:Bergen St:NE:40686727:-73990269
IND:Prospect Park:Carroll St:F,G,,,,,,,,,:FALSE::TRUE:Stair:YES::NONE:Smith St:President St:NE:40680944:-73994247
IND:Prospect Park:Church Av:F,G,,,,,,,,,:TRUE::TRUE:Stair:YES::FULL:McDonald Ave:Church Ave:SE:40642692:-73979260
IND:Prospect Park:Fort Hamilton Pkwy:F,G,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Prospect Ave:Greenwood Ave:NW:40651608:-73975596
IND:Prospect Park:Smith-9 Sts:F,G,,,,,,,,,:FALSE::TRUE:Door:YES::FULL:Smith St:9th St:NE:40674725:-73997505
IND:Queens:169 St:F,,,,,,,,,,:FALSE::TRUE:Stair:YES::NONE:168th St:Hillside Av:SE:40709852:-73794564
IND:Queens:36 St:M,R,,,,,,,,,:FALSE::FALSE:Stair:YES::NONE:34th St:Northern Blvd:SW:40751868:-73930585
IND:Queens:46 St:M,R,,,,,,,,,:FALSE::FALSE:Stair:YES::FULL:46th St:Broadway:NW:40756868:-73914303
IND:Queens:5 Av/53 St:E,M,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:5th Ave:53rd St:NE:40760373:-73975562
IND:Queens:63 Dr-Rego Park:M,R,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:63rd Dr:Queens Blvd:NW:40730037:-73861343
IND:Queens:65 St:M,R,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:65th St:Broadway:NE:40749330:-73897382
IND:Queens:67 Av:M,R,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:67th Av:Queens Blvd:NE:40727073:-73853226
IND:Queens:7 Av:B,D,E,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:7th Ave:53rd St:NE:40762937:-73981578
IND:Queens:75 Av:E,F,,,,,,,,,:FALSE::FALSE:Stair:YES::FULL:75th Av:Queens Blvd:NW:40719061:-73837916
IND:Queens:Briarwood-Van Wyck Blvd:F,,,,,,,,,,:FALSE::FALSE:Stair:YES::FULL:Van Wyck Blvd:Queens Blvd:SE:40709316:-73819773
IND:Queens:Court Sq-23 St:E,G,M,7,,,,,,,:FALSE::TRUE:Stair:YES::FULL:21st St:44th Ave:NE:40748195:-73947163
IND:Queens:Elmhurst Av:M,R,,,,,,,,,:FALSE::FALSE:Stair:YES::FULL:Britton Av:Broadway:NW:40742937:-73882708
IND:Queens:Forest Hills-71 Av:E,F,M,R,,,,,,,:FALSE::TRUE:Stair:YES::FULL:108th St:Queens Blvd:NW:40721916:-73844352
IND:Queens:Grand Av-Newtown:M,R,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:54th St:Queens Blvd:NE:40736277:-73876424
IND:Queens:Jackson Heights-Roosevelt Av:E,F,M,R,7,,,,,,:TRUE::TRUE:Stair:YES::NONE:73rd St:37th Rd:NE:40747238:-73892146
IND:Queens:Jamaica-179 St:F,,,,,,,,,,:TRUE::TRUE:Elevator:YES::FULL:179th Pl:Hillside Av:SW:40712581:-73783377
IND:Queens:Kew Gardens-Union Tpke:E,F,,,,,,,,,:TRUE::TRUE:Stair:YES::FULL:80th Rd:Queens Blvd:SE:40713663:-73830011
IND:Queens:Lexington Av/53 St:E,M,6,,,,,,,,:TRUE::TRUE:Stair:YES::NONE:3rd Av:53rd St:SW:40757636:-73969623
IND:Queens:Northern Blvd:M,R,,,,,,,,,:FALSE::FALSE:Stair:YES::NONE:54th St:Broadway:SW:40753428:-73906847
IND:Queens:Parsons Blvd:F,,,,,,,,,,:FALSE::TRUE:Stair:YES::NONE:153rd St:Hillside Av:SE:40707062:-73804332
IND:Queens:Queens Plaza:E,M,R,,,,,,,,:TRUE::TRUE:Stair:YES::FULL:Jackson Ave:Queens Blvd:NE:40748807:-73937057
IND:Queens:Steinway St:M,R,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Steinway St:Broadway:SE:40758279:-73919433
IND:Queens:Sutphin Blvd:F,,,,,,,,,,:FALSE::TRUE:Stair:YES::NONE:144th St:Hillside Av:NE:40705341:-73811860
IND:Queens:Woodhaven Blvd:M,R,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:59th Av:Queens Blvd:NE:40733555:-73869588
IND:Rockaway:Aqueduct Racetrack:A,,,,,,,,,,:FALSE::FALSE:Ramp:YES::NONE::::40672190:-73834446
IND:Rockaway:Aqueduct-North Conduit Av:A,,,,,,,,,,:FALSE::TRUE:Stair:NO:YES:NONE:99th Pl:Hawtree St:NE:40669339:-73834721
IND:Rockaway:Beach 105 St:H,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Beach 106th St:Rockaway Frwy:SW:40583248:-73827163
IND:Rockaway:Beach 90 St:H,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Beach 89th St:Rockaway Frwy:SW:40587929:-73813755
IND:Rockaway:Beach 98 St:H,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Beach 98th St:Rockaway Frwy:SW:40585342:-73820249
IND:Rockaway:Broad Channel:A,H,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:West Rd:Noel Rd:NE:40608007:-73815967
IND:Rockaway:Howard Beach-JFK Airport:A,,,,,,,,,,:TRUE::TRUE:Stair:YES::FULL:103rd St:159th Av:SE:40660372:-73830369
IND:Rockaway:Rockaway Park-Beach 116 St:H,,,,,,,,,,:TRUE::TRUE:Door:YES::FULL:Beach 116th St:Wainwright Ct:NE:40580510:-73837418
IRT:7th Ave-Bway:103 St:1,,,,,,,,,,:FALSE::TRUE:Stair:NO:YES:NONE:Broadway:104th St:SE:40799584:-73968091
IRT:7th Ave-Bway:116 St-Columbia University:1,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Broadway:116th St:NE:40808245:-73963495
IRT:7th Ave-Bway:125 St:1,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Broadway:125th St:SW:40815230:-73958366
IRT:7th Ave-Bway:137 St-City College:1,,,,,,,,,,:FALSE::FALSE:Stair:YES::NONE:Broadway:137th St:NE:40821454:-73953856
IRT:7th Ave-Bway:14 St:F,L,M,1,2,3,,,,,:FALSE::TRUE:Stair:YES::FULL:7th Ave:14th St:NE:40738585:-73999405
IRT:7th Ave-Bway:145 St:1,,,,,,,,,,:FALSE::FALSE:Stair:YES::NONE:Broadway:145th St:NW:40826513:-73950162
IRT:7th Ave-Bway:157 St:1,,,,,,,,,,:FALSE::FALSE:Stair:YES::NONE:Broadway:157th St:SE:40833860:-73944620
IRT:7th Ave-Bway:168 St:A,C,1,,,,,,,,:FALSE:1 not ADA:TRUE:Stair:NO:YES:NONE:Broadway:168th St:SE:40840717:-73939720
IRT:7th Ave-Bway:18 St:1,,,,,,,,,,:FALSE::FALSE:Stair:NO:YES:NONE:7th Ave:18th St:NE:40741617:-73997197
IRT:7th Ave-Bway:181 St:1,,,,,,,,,,:FALSE::TRUE:Easement:YES::FULL:Saint Nicholas Ave:181st St:NE:40849435:-73933428
IRT:7th Ave-Bway:191 St:1,,,,,,,,,,:FALSE::TRUE:Ramp:YES::FULL:Broadway:190th St:NE:40856413:-73932605
